id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
1539,Kearney Fabri,Business,Game developer,Canada,Ontario,Toronto,Chromebook,69,Tech Blogs,6
1540,Josefina Harrowsmith,Personal,Software Engineer,Canada,Ontario,Kitchener,Inspiron,2,Tech Blogs,12
1541,Jacquelynn Elby,Business,Software Engineer,Canada,Ontario,Bells Corners,Alienware,85,Tech Blogs,12
1542,Shanna Seymark,Business,Game developer,Canada,Ontario,Hearst,Alienware,68,Tech Blogs,6
1543,Drew Cleaves,Personal,Software Engineer,Canada,Ontario,Port Colborne,Dell Security,1,Tech Blogs,36
1544,Paton Langtry,Personal,Software Engineer,Canada,Ontario,Rayside-Balfour,Alienware,2,Tech Blogs,6
1545,Jerad Moylan,Business,Game developer,United States,California,Simi Valley,Alienware,67,Social Networks,6
1546,Randal Banane,Personal,Student,United States,California,Santa Cruz,Inspiron,1,Tech Blogs,36
1547,Ellwood Spence,Business,Software Engineer,United States,California,San Francisco,Dell Storage,81,Social Networks,24
1548,Natassia O'Flaherty,Personal,Chef,United States,California,Glendale,Dell Security,2,Tech Blogs,24
1549,Bobbi Deverell,Personal,Chef,United States,California,Los Angeles,XPS,1,Tech Blogs,24
1550,Sophie Veschambes,Personal,Software Engineer,United States,California,San Diego,XPS,1,Tech Blogs,12
1551,Iggie King,Personal,Software Engineer,United States,California,Huntington Beach,Dell Storage,1,Tech Blogs,24
1552,August Jepp,Business,Software Engineer,Canada,Ontario,Barrie,Dell Storage,85,Tech Blogs,12
1553,Mattias Guite,Business,Game developer,United States,California,Sacramento,Alienware,79,Tech Blogs,24
1554,Fidelio Hardbattle,Personal,Game developer,United States,California,Sacramento,XPS,1,Tech Blogs,6
1555,Mirabelle McCraw,Personal,Software Engineer,Canada,Ontario,Atikokan,Inspiron,2,Tech Blogs,24
1556,Mari McCormack,Business,Game developer,United States,California,San Francisco,Alienware,22,Tech Blogs,6
1557,Aldric Quakley,Business,Software Engineer,Canada,Ontario,Hanover,Chromebook,100,Tech Blogs,6
1558,Kimmy Cortnay,Personal,Game developer,United States,California,Santa Cruz,Alienware,1,Tech Blogs,36
1559,Regina Gladtbach,Business,Game developer,Canada,Ontario,Kapuskasing,Chromebook,77,Tech Blogs,12
1560,Roddy Doniso,Business,Software Engineer,United States,California,Santa Rosa,Alienware,24,Tech Blogs,12
1561,Mary Spat,Business,Software Engineer,United States,California,Pasadena,Inspiron,69,Tech Blogs,36
1562,Carlyn Underwood,Personal,Chef,United States,California,San Francisco,XPS,2,Tech Blogs,6
1563,Jordan Spadaro,Personal,Student,United States,California,Palmdale,XPS,2,Tech Blogs,24
1564,Noby Gyves,Personal,Software Engineer,Canada,Ontario,Orillia,Dell Security,2,Tech Blogs,24
1565,Dasi Everingham,Personal,Student,United States,California,Sunnyvale,Dell Security,2,Tech Blogs,36
1566,Kristan Fetter,Business,Game developer,United States,California,Los Angeles,Alienware,25,Tech Blogs,12
1567,Spence Reek,Business,Software Engineer,United States,California,Torrance,Chromebook,68,Tech Blogs,12
1568,Thom Weld,Business,Software Engineer,Canada,Ontario,Port Colborne,Alienware,65,Tech Blogs,36
1569,Arielle Rainsdon,Business,Software Engineer,Canada,Ontario,Niagara Falls,XPS,34,Tech Blogs,6
1570,Tommy Fulton,Business,Game developer,United States,California,Pasadena,Dell Security,46,Social Networks,24
1571,Bennie Faye,Personal,Chef,United States,California,San Diego,Alienware,1,Tech Blogs,24
1572,Gill McMullen,Personal,Software Engineer,Canada,Ontario,Timmins,XPS,2,Social Networks,6
1573,Emmye Aloway,Business,Software Engineer,United States,California,Sacramento,Alienware,52,Tech Blogs,36
1574,Lauryn Orsi,Business,Software Engineer,Canada,Ontario,Casselman,Dell Storage,93,Tech Blogs,24
1575,Aura Dogg,Personal,Software Engineer,Canada,Ontario,Greater Napanee,Chromebook,2,Tech Blogs,24
1576,Cris Bartrop,Personal,Software Engineer,United States,California,Santa Cruz,XPS,2,Tech Blogs,36
1577,Bunni Sellstrom,Personal,Student,Canada,Ontario,Ottawa,XPS,1,Tech Blogs,36
1578,Antonino Bernardinelli,Personal,Chef,United States,California,Los Angeles,Chromebook,2,Tech Blogs,6
1579,Blair Hannibal,Personal,Game developer,Canada,Ontario,Mississauga,Chromebook,1,Tech Blogs,12
1580,Ruperta Nesbit,Business,Software Engineer,United States,California,San Diego,Chromebook,52,Tech Blogs,36
1581,Myrtice Schumacher,Business,Game developer,Canada,Ontario,Angus,Dell Storage,61,Tech Blogs,36
1582,Adamo Justice,Business,Software Engineer,United States,California,Inglewood,Chromebook,57,Tech Blogs,36
1583,Rickard Millin,Business,Game developer,Canada,Ontario,Skatepark,Inspiron,65,Tech Blogs,6
1584,Mercedes Pitrelli,Personal,Student,Canada,Ontario,Bells Corners,Chromebook,2,Tech Blogs,36
1585,Haslett Rought,Personal,Game developer,Canada,Ontario,Oshawa,Inspiron,1,Tech Blogs,12
1586,Nicol Costerd,Personal,Chef,Canada,Ontario,Waterloo,XPS,1,Tech Blogs,6
1587,Alena Burchnall,Business,Game developer,United States,California,Chico,Dell Security,78,Tech Blogs,12
1588,Rebekah Hill,Business,Software Engineer,United States,California,Corona,Chromebook,52,Tech Blogs,24
1589,Bertine Syne,Personal,Student,United States,California,Irvine,XPS,1,Tech Blogs,24
1590,Monti Goulbourn,Business,Software Engineer,Canada,Ontario,Pickering,XPS,98,Tech Blogs,24
1591,Gare Callander,Personal,Student,Canada,Ontario,Timmins,Chromebook,1,Tech Blogs,24
1592,Clement Josovitz,Personal,Software Engineer,Canada,Ontario,Kapuskasing,Dell Storage,1,Tech Blogs,36
1593,Curtice Pyer,Personal,Chef,United States,California,Los Angeles,Chromebook,1,Tech Blogs,24
1594,Vernice Lavell,Business,Software Engineer,Canada,Ontario,Thessalon,Dell Security,88,Tech Blogs,6
1595,Mellie Erie,Business,Game developer,United States,California,San Diego,XPS,37,Tech Blogs,12
1596,Sigfried Riddiford,Business,Game developer,United States,California,Santa Barbara,Dell Security,27,Tech Blogs,12
1597,Dina Stammers,Business,Game developer,Canada,Ontario,Niagara Falls,Alienware,53,Tech Blogs,12
1598,Karlotte Speachley,Business,Game developer,Canada,Ontario,St. Thomas,Inspiron,66,Tech Blogs,12
1599,Minny Ruffell,Personal,Chef,Canada,Ontario,Milton,Dell Storage,2,Tech Blogs,12
1600,Wallas MacCoveney,Business,Game developer,United States,California,Fresno,Inspiron,46,Tech Blogs,24
1601,Godard Tydd,Personal,Chef,United States,California,Santa Barbara,Chromebook,2,Tech Blogs,6
1602,Theda Bennitt,Business,Software Engineer,United States,California,Simi Valley,Alienware,73,Tech Blogs,24
1603,Desdemona Derye-Barrett,Business,Software Engineer,Canada,Ontario,Pembroke,XPS,56,Tech Blogs,36
1604,Karon Lorenzo,Personal,Software Engineer,Canada,Ontario,Hearst,Dell Storage,1,Tech Blogs,6
1605,Homere Hamerton,Business,Game developer,United States,California,San Diego,Chromebook,64,Tech Blogs,6
1606,Erwin Mullin,Business,Software Engineer,Canada,Ontario,Concord,XPS,98,Tech Blogs,6
1607,Veronique Yosevitz,Business,Software Engineer,Canada,Ontario,Omemee,Inspiron,97,Social Networks,12
1608,Viola Schroeder,Personal,Game developer,United States,California,San Diego,Alienware,2,Tech Blogs,24
1609,Dix Dilnot,Personal,Chef,Canada,Ontario,Omemee,Alienware,2,Tech Blogs,24
1610,Simmonds Stannett,Personal,Software Engineer,Canada,Ontario,Wingham,XPS,1,Tech Blogs,12
1611,Mischa Sidwick,Business,Software Engineer,Canada,Ontario,Carleton Place,Dell Security,70,Tech Blogs,6
1612,Wit Arden,Business,Software Engineer,Canada,Ontario,Ajax,Dell Storage,55,Tech Blogs,36
1613,Tammy Quartermain,Personal,Game developer,Canada,Ontario,Amherstburg,Chromebook,2,Tech Blogs,36
1614,Almeda Steinham,Personal,Game developer,Canada,Ontario,Peterborough,XPS,2,Tech Blogs,36
1615,Bay Robart,Business,Software Engineer,Canada,Ontario,Waterloo,Dell Storage,83,Tech Blogs,6
1616,Sabina McNeillie,Personal,Student,United States,California,Inglewood,Dell Storage,1,Tech Blogs,12
1617,Christophe Allenby,Personal,Chef,United States,California,San Jose,Dell Security,2,Tech Blogs,36
1618,Agretha Tabbitt,Business,Game developer,Canada,Ontario,Marathon,Inspiron,53,Tech Blogs,36
1619,Wilhelmine Schule,Business,Game developer,United States,California,Los Angeles,XPS,94,Tech Blogs,6
1620,Fernando Linham,Business,Software Engineer,United States,California,San Diego,Alienware,62,Tech Blogs,36
1621,Tomasine Waddup,Personal,Student,United States,California,Fresno,Chromebook,1,Tech Blogs,6
1622,Seline Friese,Personal,Game developer,United States,California,Los Angeles,XPS,2,Tech Blogs,12
1623,Stavro Schonfelder,Personal,Chef,Canada,Ontario,Keswick,Dell Security,1,Tech Blogs,12
1624,Uriel Bednall,Business,Software Engineer,Canada,Ontario,North Bay,Dell Security,96,Tech Blogs,36
1625,Kelly Rignall,Business,Software Engineer,United States,California,Los Angeles,XPS,23,Tech Blogs,36
1626,Danyette McKue,Business,Game developer,Canada,Ontario,London,Chromebook,91,Tech Blogs,6
1627,Lorena McAlees,Personal,Student,United States,California,Los Angeles,Chromebook,1,Tech Blogs,36
1628,Rosette Grafton,Business,Game developer,Canada,Ontario,Smiths Falls,Chromebook,53,Tech Blogs,12
1629,Cristin Wondraschek,Personal,Game developer,Canada,Ontario,Smiths Falls,XPS,1,Tech Blogs,36
1630,Osbert Croney,Business,Game developer,Canada,Ontario,Waterloo,Dell Security,53,Tech Blogs,6
1631,Chico Sabie,Personal,Game developer,United States,California,Los Angeles,Alienware,2,Tech Blogs,36
1632,Ami Orgill,Business,Software Engineer,United States,California,San Diego,Chromebook,55,Tech Blogs,24
1633,Alida Taylder,Personal,Chef,Canada,Ontario,Thessalon,Inspiron,2,Tech Blogs,24
1634,Jaye Jery,Business,Game developer,United States,California,Lancaster,Chromebook,86,Tech Blogs,12
1635,Huntington MacDowal,Business,Software Engineer,United States,California,Fresno,Chromebook,29,Tech Blogs,36
1636,Mellie Winship,Personal,Software Engineer,United States,California,Los Angeles,Inspiron,1,Tech Blogs,24
1637,Nichole McAlister,Personal,Game developer,United States,California,San Diego,Dell Storage,2,Social Networks,6
1638,Andrej Uvedale,Business,Game developer,United States,California,Sacramento,Dell Storage,34,Tech Blogs,24
1639,Dalt Chilver,Personal,Game developer,Canada,Ontario,Carleton Place,Inspiron,1,Tech Blogs,36
1640,Caspar Shelper,Personal,Software Engineer,United States,California,Santa Barbara,Inspiron,1,Tech Blogs,36
1641,Brianne Sich,Business,Software Engineer,Canada,Ontario,Renfrew,Chromebook,75,Social Networks,24
1642,Cole Britland,Business,Game developer,United States,California,Sacramento,XPS,48,Tech Blogs,36
1643,Scotty Lavallin,Business,Software Engineer,Canada,Ontario,Amherstburg,Dell Storage,37,Tech Blogs,12
1644,Charlie Gabler,Business,Software Engineer,Canada,Ontario,Oshawa,Inspiron,78,Tech Blogs,12
1645,Agnes Kollatsch,Business,Game developer,United States,California,San Jose,Dell Storage,70,Tech Blogs,24
1646,Gabriele Esom,Business,Game developer,United States,California,San Diego,Dell Storage,77,Tech Blogs,36
1647,Sela Mackin,Personal,Game developer,Canada,Ontario,Marathon,Alienware,2,Tech Blogs,6
1648,Maurise Purdy,Business,Game developer,United States,California,Bakersfield,XPS,62,Tech Blogs,6
1649,Jordon Eve,Business,Game developer,United States,California,Los Angeles,Inspiron,98,Tech Blogs,6
1650,Reilly Nyssen,Business,Software Engineer,Canada,Ontario,Omemee,Chromebook,49,Tech Blogs,24
1651,Robena Boggon,Personal,Software Engineer,United States,California,Corona,Chromebook,1,Tech Blogs,36
1652,Vivienne Quarry,Business,Game developer,Canada,Ontario,Atikokan,Dell Storage,73,Tech Blogs,24
1653,Hanni Seares,Personal,Software Engineer,Canada,Ontario,North Bay,Inspiron,2,Tech Blogs,36
1654,Jaclin Cogswell,Business,Game developer,Canada,Ontario,Hearst,XPS,74,Tech Blogs,36
1655,Wileen Froud,Business,Game developer,United States,California,Sacramento,Alienware,65,Tech Blogs,24
1656,Jessi Billing,Personal,Chef,United States,California,Sacramento,Inspiron,2,Tech Blogs,6
1657,Sheeree Kettoe,Personal,Software Engineer,Canada,Ontario,Pembroke,Dell Security,1,Tech Blogs,24
1658,Kelwin Rowes,Personal,Student,United States,California,Pasadena,Dell Security,1,Social Networks,6
1659,Rooney Fiddyment,Business,Software Engineer,United States,California,Los Angeles,Inspiron,97,Tech Blogs,24
1660,Caren Francisco,Business,Software Engineer,United States,California,San Francisco,Alienware,38,Tech Blogs,36
1661,Tamarra Felmingham,Personal,Student,United States,California,San Jose,Dell Security,2,Tech Blogs,24
1662,Trenna Nijssen,Personal,Chef,United States,California,Fresno,XPS,1,Tech Blogs,24
1663,Erek Juleff,Personal,Student,Canada,Ontario,Orillia,Dell Security,1,Tech Blogs,36
1664,Malissa Meece,Personal,Software Engineer,Canada,Ontario,Little Current,XPS,1,Tech Blogs,6
1665,Ortensia Twigge,Business,Software Engineer,United States,California,Long Beach,Inspiron,96,Tech Blogs,6
1666,Decca Nower,Business,Software Engineer,United States,California,Petaluma,Chromebook,24,Tech Blogs,12
1667,Hodge Love,Personal,Chef,United States,California,Sunnyvale,Alienware,2,Tech Blogs,12
1668,Rubie Fierman,Personal,Chef,United States,California,Sacramento,Dell Storage,1,Social Networks,36
1669,Daphene L'Hommeau,Business,Software Engineer,United States,California,Richmond,Dell Storage,51,Tech Blogs,24
1670,Sherlocke Reidie,Business,Game developer,United States,California,Los Angeles,Inspiron,82,Tech Blogs,6
1671,Em Garrity,Personal,Chef,United States,California,San Diego,Dell Security,1,Tech Blogs,36
1672,Elfreda Giorgi,Business,Game developer,Canada,Ontario,Toronto,Dell Security,84,Tech Blogs,6
1673,Tobiah Yoodall,Personal,Chef,United States,California,San Jose,XPS,2,Tech Blogs,24
1674,Henriette Bohlens,Business,Software Engineer,Canada,Ontario,Camlachie,Chromebook,40,Tech Blogs,24
1675,Emelyne Kingaby,Personal,Chef,United States,California,San Francisco,XPS,2,Tech Blogs,24
1676,Rouvin Connar,Business,Software Engineer,United States,California,Bakersfield,Inspiron,50,Tech Blogs,24
1677,Jennee Learmouth,Business,Game developer,Canada,Ontario,Clarence-Rockland,Alienware,29,Tech Blogs,24
1678,Pauly Erington,Business,Software Engineer,Canada,Ontario,Ottawa,Chromebook,25,Tech Blogs,24
1679,Cariotta Sweetmore,Business,Software Engineer,Canada,Ontario,Rayside-Balfour,Inspiron,26,Tech Blogs,24
1680,Kiah Shay,Business,Software Engineer,United States,California,Torrance,XPS,100,Tech Blogs,36
1681,Susanne Philipps,Business,Software Engineer,United States,California,Garden Grove,Chromebook,60,Tech Blogs,6
1682,Alvira Burge,Business,Game developer,Canada,Ontario,Waterloo,XPS,68,Tech Blogs,36
1683,Terra Leckenby,Personal,Game developer,United States,California,Fullerton,Inspiron,2,Tech Blogs,6
1684,Carly Rockcliff,Personal,Chef,Canada,Ontario,Mattawa,Chromebook,1,Tech Blogs,36
1685,Hollie O'Corhane,Personal,Student,Canada,Ontario,Windsor,Dell Security,1,Tech Blogs,6
1686,Thurston Befroy,Business,Software Engineer,United States,California,Long Beach,Dell Security,37,Tech Blogs,12
1687,Antone Torrecilla,Business,Software Engineer,United States,California,Santa Barbara,Inspiron,94,Tech Blogs,36
1688,Jillene Feirn,Personal,Chef,United States,California,Sacramento,Inspiron,2,Tech Blogs,6
1689,Nichols Harmer,Business,Game developer,United States,California,San Diego,Dell Storage,62,Tech Blogs,24
1690,Jammie Baggiani,Personal,Game developer,Canada,Ontario,Oakville,XPS,1,Tech Blogs,24
1691,Lelah Hassard,Business,Game developer,Canada,Ontario,North York,XPS,20,Tech Blogs,24
1692,Alameda Coules,Personal,Game developer,Canada,Ontario,Thessalon,Chromebook,1,Social Networks,24
1693,Gaylene Yuryshev,Personal,Game developer,Canada,Ontario,Prince Edward,Dell Storage,2,Tech Blogs,6
1694,Chandler Dadswell,Personal,Student,United States,California,San Diego,Alienware,2,Tech Blogs,6
1695,Diannne Sorensen,Business,Game developer,United States,California,Richmond,Dell Storage,50,Tech Blogs,6
1696,Eugenia Glaister,Business,Software Engineer,United States,California,San Rafael,Alienware,94,Tech Blogs,36
1697,Cindy Dunleavy,Personal,Software Engineer,Canada,Ontario,Hearst,Chromebook,1,Tech Blogs,24
1698,Franz Duffie,Business,Software Engineer,Canada,Ontario,Pembroke,XPS,79,Tech Blogs,36
1699,Cammy Dudbridge,Personal,Software Engineer,United States,California,Fullerton,Chromebook,2,Tech Blogs,6
1700,Cletis Pittendreigh,Business,Game developer,Canada,Ontario,Midland,XPS,64,Tech Blogs,12
1701,Darcee Haberjam,Personal,Software Engineer,Canada,Ontario,Ottawa,Chromebook,1,Tech Blogs,6
1702,Rosalinde Iffe,Business,Software Engineer,United States,California,Simi Valley,Dell Security,93,Tech Blogs,12
1703,Manda Ziems,Personal,Software Engineer,Canada,Ontario,Innisfil,XPS,1,Tech Blogs,12
1704,Paige Shreve,Business,Game developer,United States,California,Glendale,Dell Storage,39,Social Networks,24
1705,Alfie MacCahey,Business,Software Engineer,Canada,Ontario,Deep River,Chromebook,60,Tech Blogs,6
1706,Saraann Saiger,Business,Game developer,Canada,Ontario,Rayside-Balfour,Dell Storage,99,Social Networks,36
1707,Koral Hucke,Business,Software Engineer,United States,California,Los Angeles,Chromebook,86,Tech Blogs,36
1708,Ardelis McIlwrick,Personal,Game developer,United States,California,San Rafael,Inspiron,2,Tech Blogs,24
1709,Emelia Mila,Personal,Game developer,United States,California,San Diego,Inspiron,1,Social Networks,36
1710,Ferdinande Clemas,Personal,Chef,United States,California,Fresno,Chromebook,1,Tech Blogs,12
1711,Julietta Keat,Personal,Software Engineer,United States,California,San Diego,Chromebook,2,Tech Blogs,6
1712,Kristi Olivia,Personal,Chef,Canada,Ontario,Kingston,Inspiron,2,Tech Blogs,12
1713,Bambi Danielczyk,Business,Game developer,Canada,Ontario,North York,XPS,64,Offline,36
1714,Grete Garnham,Personal,Chef,United States,California,Inglewood,Dell Security,1,Tech Blogs,12
1715,Cammie Austick,Personal,Chef,Canada,Ontario,Angus,Dell Storage,2,Tech Blogs,24
1716,Delores Millen,Personal,Software Engineer,Canada,Ontario,Oakville,Dell Security,2,Tech Blogs,12
1717,Deedee Lawrenson,Personal,Game developer,United States,California,Lancaster,Alienware,1,Tech Blogs,24
1718,Bartholomew Spanton,Business,Software Engineer,Canada,Ontario,Timmins,Dell Storage,90,Tech Blogs,6
1719,Myra Cholmondeley,Personal,Software Engineer,Canada,Ontario,Petrolia,Chromebook,2,Tech Blogs,36
1720,Florri Seyfart,Business,Software Engineer,Canada,Ontario,Fort Erie,Inspiron,69,Tech Blogs,24
1721,Hestia Kelemen,Business,Game developer,Canada,Ontario,Ottawa,Dell Security,43,Tech Blogs,6
1722,Austine Gustus,Personal,Software Engineer,United States,California,San Jose,Dell Security,1,Tech Blogs,6
1723,Prudy Dankersley,Business,Software Engineer,United States,California,Los Angeles,XPS,98,Tech Blogs,24
1724,Katrine Gibbins,Business,Software Engineer,Canada,Ontario,Brampton,Dell Security,72,Tech Blogs,12
1725,Huberto Milbank,Business,Game developer,Canada,Ontario,Picton,XPS,73,Tech Blogs,24
1726,Margalo De Metz,Business,Software Engineer,Canada,Ontario,Milton,Dell Security,52,Tech Blogs,36
1727,Amye Prandini,Personal,Game developer,Canada,Ontario,Kitchener,Chromebook,1,Tech Blogs,36
1728,Elmer Marcos,Business,Software Engineer,United States,California,Sacramento,Inspiron,35,Tech Blogs,12
1729,Kip Haddington,Personal,Chef,Canada,Ontario,Hanover,Dell Security,2,Social Networks,12
1730,Nevins Grieve,Business,Software Engineer,United States,California,San Rafael,XPS,42,Tech Blogs,12
1731,Evy Freiburger,Business,Software Engineer,Canada,Ontario,Port Colborne,Inspiron,58,Tech Blogs,24
1732,Mela Plaide,Personal,Game developer,Canada,Ontario,Ottawa,Inspiron,1,Tech Blogs,12
1733,Gibby Dohrmann,Personal,Student,Canada,Ontario,Collingwood,XPS,2,Tech Blogs,6
1734,Donia McFayden,Business,Software Engineer,United States,California,Pasadena,Dell Security,60,Tech Blogs,24
1735,Carmel Dunkerley,Business,Software Engineer,Canada,Ontario,Timmins,Inspiron,96,Tech Blogs,12
1736,Crissy Boxe,Personal,Game developer,Canada,Ontario,Waterloo,XPS,2,Tech Blogs,12
1737,Tirrell Minero,Business,Game developer,United States,California,San Jose,Dell Storage,97,Social Networks,36
1738,Donnell Kauschke,Personal,Student,Canada,Ontario,London,XPS,2,Tech Blogs,6
1739,Tobey Sayle,Personal,Game developer,United States,California,Sacramento,Dell Storage,2,Tech Blogs,24
1740,Orlan Riccione,Personal,Game developer,United States,California,Santa Cruz,Chromebook,2,Tech Blogs,6
1741,Callie Learned,Personal,Chef,Canada,Ontario,Deep River,Dell Storage,2,Tech Blogs,6
1742,Gilberta Avent,Business,Game developer,Canada,Ontario,Aylmer,Dell Security,49,Tech Blogs,36
1743,Blanca Kellitt,Personal,Student,Canada,Ontario,Concord,Dell Storage,1,Tech Blogs,6
1744,Lyman Perview,Business,Software Engineer,United States,California,San Bernardino,Inspiron,23,Tech Blogs,6
1745,Ansley Wittke,Personal,Game developer,United States,California,Fresno,XPS,2,Tech Blogs,6
1746,Briney Sheers,Personal,Chef,Canada,Ontario,St. Catharines,Alienware,2,Tech Blogs,24
1747,Priscilla Greenleaf,Business,Software Engineer,United States,California,San Jose,Dell Storage,47,Tech Blogs,6
1748,Lexy Darington,Business,Software Engineer,Canada,Ontario,Renfrew,Inspiron,28,Tech Blogs,36
1749,Kienan Joslin,Business,Game developer,United States,California,Sunnyvale,Dell Storage,48,Tech Blogs,36
1750,Natalya O'Day,Personal,Student,Canada,Ontario,Hanover,Dell Security,1,Tech Blogs,6
1751,Alysa Synnott,Personal,Game developer,United States,California,Pasadena,Dell Storage,2,Tech Blogs,6
1752,Catina Minghetti,Business,Game developer,Canada,Ontario,Bancroft,Dell Storage,21,Social Networks,6
1753,Clint Havercroft,Personal,Software Engineer,United States,California,San Jose,XPS,2,Tech Blogs,36
1754,Corri Hedges,Business,Software Engineer,Canada,Ontario,Fort Erie,Inspiron,29,Tech Blogs,36
1755,Hubey Hymus,Personal,Chef,Canada,Ontario,Marathon,Dell Security,1,Tech Blogs,6
1756,Antoine Biddleston,Business,Software Engineer,Canada,Ontario,Kapuskasing,Chromebook,46,Tech Blogs,24
1757,Camel Luckett,Personal,Chef,Canada,Ontario,Willowdale,Dell Security,1,Tech Blogs,24
1758,Parnell Linay,Business,Software Engineer,United States,California,Torrance,XPS,62,Tech Blogs,12
1759,Laural Darleston,Personal,Chef,United States,California,Corona,Dell Security,2,Tech Blogs,24
1760,Harv Ivanyushkin,Personal,Software Engineer,United States,California,San Francisco,Dell Storage,1,Tech Blogs,12
1761,Frederique Tebbs,Business,Software Engineer,United States,California,San Jose,XPS,62,Tech Blogs,36
1762,Ole Sellner,Personal,Student,United States,California,San Jose,Chromebook,1,Tech Blogs,36
1763,Kaine Hain,Personal,Student,United States,California,Irvine,Chromebook,2,Tech Blogs,36
1764,Candis Quinby,Personal,Student,Canada,Ontario,Ottawa,Dell Storage,2,Social Networks,6
1765,Rosalind Alywin,Business,Software Engineer,United States,California,San Francisco,Alienware,92,Tech Blogs,24
1766,Archambault Sked,Personal,Software Engineer,Canada,Ontario,Delaware,Alienware,1,Tech Blogs,6
1767,Phil Laminman,Personal,Chef,United States,California,Sacramento,Dell Storage,1,Tech Blogs,6
1768,Lizette Boorman,Personal,Student,Canada,Ontario,Brant,Dell Security,2,Tech Blogs,24
1769,Tadeo Kett,Business,Game developer,United States,California,Sacramento,Dell Storage,20,Tech Blogs,24
1770,Tannie Showen,Business,Software Engineer,United States,California,Sacramento,XPS,43,Social Networks,24
1771,Irvine Gitting,Personal,Chef,United States,California,Stockton,Dell Security,2,Tech Blogs,36
1772,Sarene Gippes,Personal,Chef,United States,California,Chico,Dell Storage,1,Tech Blogs,12
1773,Anna Barcke,Personal,Student,United States,California,Lancaster,Dell Storage,1,Tech Blogs,36
1774,Noak Keats,Business,Software Engineer,Canada,Ontario,Sarnia,XPS,62,Tech Blogs,6
1775,Shirlene Brickdale,Business,Software Engineer,United States,California,San Francisco,XPS,44,Tech Blogs,6
1776,Ernesto Cotilard,Business,Software Engineer,United States,California,Los Angeles,Dell Storage,61,Tech Blogs,12
1777,Clari Kunzelmann,Business,Game developer,Canada,Ontario,Ingersoll,Dell Security,58,Tech Blogs,36
1778,Carolan Niave,Personal,Student,United States,California,Bakersfield,Dell Storage,2,Tech Blogs,36
1779,Alleen Fasey,Business,Software Engineer,United States,California,Whittier,XPS,81,Tech Blogs,24
1780,Tybalt Broggini,Personal,Student,Canada,Ontario,Woodstock,Alienware,2,Tech Blogs,12
1781,Jens Castiglione,Business,Game developer,United States,California,San Diego,Chromebook,69,Tech Blogs,24
1782,Emmerich Stowe,Personal,Student,United States,California,Chico,Dell Storage,2,Tech Blogs,6
1783,Theadora Syres,Business,Game developer,United States,California,Sacramento,Chromebook,99,Tech Blogs,24
1784,Zed Arnott,Business,Game developer,United States,California,Sacramento,Inspiron,57,Tech Blogs,12
1785,Yancey Mathouse,Personal,Student,United States,California,Fresno,Dell Storage,2,Tech Blogs,36
1786,Haskel Hendrickx,Personal,Student,United States,California,Long Beach,Dell Storage,1,Tech Blogs,12
1787,Alic Shelsher,Personal,Student,Canada,Ontario,Napanee Downtown,Dell Security,2,Tech Blogs,12
1788,Merna Ganford,Personal,Software Engineer,United States,California,Anaheim,Dell Security,2,Tech Blogs,6
1789,Kris Donalson,Personal,Software Engineer,United States,California,Sacramento,Dell Storage,1,Tech Blogs,24
1790,Blanch Sapsforde,Personal,Software Engineer,Canada,Ontario,Picton,Chromebook,1,Social Networks,12
1791,Marisa Toten,Personal,Software Engineer,United States,California,Oakland,Dell Security,1,Tech Blogs,12
1792,Anabelle Selwyne,Business,Game developer,United States,California,Santa Barbara,Alienware,84,Tech Blogs,24
1793,Davine Kemme,Personal,Game developer,Canada,Ontario,Thorold,XPS,2,Tech Blogs,6
1794,Aile Dunge,Personal,Chef,United States,California,San Jose,XPS,1,Tech Blogs,6
1795,Tait Nickoles,Personal,Software Engineer,United States,California,San Diego,Inspiron,1,Tech Blogs,36
1796,Emlyn Batchelour,Business,Software Engineer,United States,California,Fresno,Inspiron,47,Tech Blogs,6
1797,Abrahan Huckster,Personal,Software Engineer,Canada,Ontario,Carleton Place,Inspiron,1,Tech Blogs,24
1798,Scotty Bussens,Personal,Chef,Canada,Ontario,North Perth,Alienware,2,Tech Blogs,6
1799,Costanza Prothero,Business,Software Engineer,Canada,Ontario,Thorold,Inspiron,52,Tech Blogs,24
1800,Humfrid Scoles,Personal,Game developer,United States,California,Sacramento,Alienware,2,Social Networks,12
1801,Marcellus Banks,Business,Software Engineer,Canada,Ontario,Sarnia,XPS,45,Tech Blogs,6
1802,Agatha Strode,Business,Software Engineer,Canada,Ontario,Atikokan,Chromebook,78,Tech Blogs,24
1803,Consolata Farnin,Business,Software Engineer,United States,California,San Bernardino,XPS,36,Social Networks,6
1804,Reiko Tootell,Personal,Game developer,United States,California,Fresno,Chromebook,2,Tech Blogs,6
1805,Sloan Kmiec,Personal,Student,United States,California,Corona,Chromebook,1,Tech Blogs,24
1806,Dion Giraudo,Business,Game developer,United States,California,Stockton,Dell Storage,71,Tech Blogs,24
1807,Janaye Croizier,Personal,Chef,United States,California,Corona,Chromebook,1,Tech Blogs,24
1808,Neddy Culbert,Business,Game developer,United States,California,Anaheim,Dell Storage,26,Tech Blogs,24
1809,Lonee Springtorpe,Business,Software Engineer,Canada,Ontario,Hearst,Alienware,33,Tech Blogs,12
