id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
1654,Cally King,Business,Game developer,Canada,Ontario,Stratford,Alienware,31,Social Networks,6
1655,Neysa Goburn,Personal,Software Engineer,United States,California,Fresno,Alienware,1,Recommendation,6
1656,Nicky Bowller,Business,Chef,United States,California,San Jose,Chromebook,21,Offline,36
1657,Hoebart Lafay,Business,Chef,Canada,Ontario,Petrolia,Chromebook,93,Offline,6
1658,Jordon Munslow,Personal,Game developer,United States,California,Los Angeles,XPS,1,Recommendation,24
1659,Alexia Westgate,Personal,Software Engineer,Canada,Ontario,Casselman,XPS,2,Social Networks,24
1660,Ryon Craney,Business,Chef,Canada,Ontario,Concord,Chromebook,58,Offline,36
1661,Morrie Posvner,Personal,Software Engineer,United States,California,Los Angeles,Servers,1,Tech Blogs,6
1662,Avery Jendrassik,Business,Game developer,United States,California,San Francisco,Alienware,99,Social Networks,12
1663,Ilysa Shankland,Personal,Student,United States,California,San Francisco,Chromebook,2,Recommendation,24
1664,Ibbie Pidgeon,Personal,Software Engineer,United States,California,San Francisco,Servers,2,Social Networks,6
1665,Sherill Manueau,Business,Student,United States,California,San Francisco,XPS,89,Recommendation,24
1666,Andrey Gourley,Business,Student,Canada,Ontario,Ajax,Inspiron,71,Social Networks,36
1667,Eustacia Robken,Personal,Game developer,United States,California,San Francisco,XPS,2,Tech Blogs,24
1668,Bryanty Robertet,Personal,Chef,Canada,Ontario,Hearst,Chromebook,2,Social Networks,12
1669,Jesse Bartholomieu,Personal,Student,United States,California,Sacramento,Inspiron,2,Social Networks,6
1670,Alasteir Petroselli,Personal,Chef,United States,California,Santa Monica,Chromebook,1,Tech Blogs,36
1671,Alaric Seddon,Business,Student,United States,California,Inglewood,Chromebook,90,Tech Blogs,24
1672,Fara Vasler,Business,Software Engineer,Canada,Ontario,Ottawa,XPS,60,Recommendation,6
1673,Cosme Strathman,Business,Game developer,United States,California,Sacramento,Servers,76,Offline,24
1674,Giffie Firsby,Business,Student,United States,California,Sunnyvale,Inspiron,47,Social Networks,24
1675,Iormina Arden,Personal,Software Engineer,Canada,Ontario,Wingham,XPS,1,Social Networks,24
1676,Lira Berndtssen,Business,Game developer,Canada,Ontario,Willowdale,Alienware,76,Tech Blogs,24
1677,Claudetta Vanshin,Personal,Game developer,Canada,Ontario,Casselman,Alienware,2,Offline,24
1678,Wanda Tansley,Personal,Chef,United States,California,San Jose,Inspiron,1,Offline,36
1679,Brad Snyder,Business,Software Engineer,United States,California,San Jose,XPS,32,Recommendation,6
1680,Mahala Quilligan,Personal,Game developer,United States,California,Long Beach,Alienware,1,Social Networks,24
1681,Bailie Ranyell,Personal,Software Engineer,United States,California,Whittier,XPS,1,Recommendation,24
1682,Calypso Van Der Walt,Personal,Student,Canada,Ontario,Sarnia,Inspiron,1,Recommendation,36
1683,Sharai Ghirardi,Business,Game developer,United States,California,Bakersfield,Alienware,94,Social Networks,6
1684,Fritz Jarley,Personal,Chef,Canada,Ontario,Angus,Chromebook,2,Offline,36
1685,Palm O'Dogherty,Personal,Student,Canada,Ontario,Camlachie,Inspiron,2,Offline,12
1686,Bruce Alleway,Business,Game developer,Canada,Ontario,North York,Alienware,65,Social Networks,24
1687,Martica Ilyinykh,Business,Software Engineer,Canada,Ontario,Thessalon,Alienware,37,Offline,36
1688,Dannie Delgaty,Business,Software Engineer,Canada,Ontario,Rayside-Balfour,Alienware,54,Offline,12
1689,Gertruda Missenden,Business,Student,United States,California,Fresno,Inspiron,73,Recommendation,12
1690,Dwayne Crowcroft,Personal,Student,Canada,Ontario,Midland,Inspiron,1,Offline,24
1691,Rayner Laughnan,Personal,Student,United States,California,Pasadena,Inspiron,2,Tech Blogs,24
1692,Frazier Duggen,Business,Chef,Canada,Ontario,Belleville,Chromebook,100,Tech Blogs,24
1693,Olva Cleeves,Business,Game developer,United States,California,Palmdale,Alienware,42,Social Networks,6
1694,Iggy Jolley,Business,Game developer,Canada,Ontario,Neebing,Alienware,63,Recommendation,6
1695,Eadmund Delmage,Business,Game developer,United States,California,Santa Monica,Alienware,41,Offline,12
1696,Kristan Cawdron,Business,Student,United States,California,Oakland,Inspiron,20,Recommendation,24
1697,Eward Glas,Business,Chef,Canada,Ontario,Owen Sound,Chromebook,45,Tech Blogs,24
1698,Waldo Vallentin,Personal,Game developer,United States,California,Garden Grove,XPS,2,Recommendation,36
1699,Alexei Kittless,Business,Chef,United States,California,Los Angeles,Inspiron,58,Social Networks,12
1700,Junie Gwyer,Personal,Software Engineer,Canada,Ontario,Bancroft,XPS,2,Recommendation,6
1701,Jerrome Brazur,Business,Software Engineer,United States,California,Los Angeles,XPS,89,Recommendation,24
1702,Dee dee Cruddas,Business,Software Engineer,United States,California,Los Angeles,Alienware,46,Recommendation,36
1703,Nels Kelland,Business,Chef,United States,California,San Jose,Chromebook,97,Offline,36
1704,Emylee Bigland,Business,Student,Canada,Ontario,Iroquois Falls,Inspiron,86,Tech Blogs,12
1705,Cymbre Heazel,Business,Student,Canada,Ontario,Fort Erie,Chromebook,79,Tech Blogs,6
1706,Jobey Kohen,Business,Software Engineer,Canada,Ontario,Angus,XPS,74,Tech Blogs,12
1707,Gasper Tineman,Personal,Game developer,Canada,Ontario,Midland,Alienware,1,Social Networks,24
1708,Collin Brandoni,Business,Chef,Canada,Ontario,Barrie,Chromebook,21,Tech Blogs,6
1709,Patton Rojahn,Personal,Student,Canada,Ontario,Hearst,Inspiron,2,Recommendation,36
1710,Brandais Clearley,Business,Software Engineer,Canada,Ontario,Orillia,Servers,23,Offline,6
1711,Flossy Cozby,Business,Game developer,United States,California,Inglewood,Alienware,20,Recommendation,24
1712,Bowie Harmer,Business,Software Engineer,Canada,Ontario,Dorchester,XPS,83,Tech Blogs,36
1713,Megan Mynard,Business,Game developer,United States,California,Mountain View,Alienware,25,Social Networks,6
1714,Cissiee O'Shiel,Business,Game developer,United States,California,Salinas,Alienware,40,Recommendation,24
1715,Margret Jacob,Business,Software Engineer,Canada,Ontario,Dorchester,Servers,69,Tech Blogs,36
1716,Nickolaus Carvill,Personal,Game developer,Canada,Ontario,Dorchester,XPS,2,Recommendation,12
1717,Kingston Pechet,Personal,Student,United States,California,San Diego,Inspiron,1,Tech Blogs,12
1718,Waverley Gierth,Personal,Software Engineer,United States,California,Sacramento,Alienware,1,Offline,36
1719,Jesus Farlamb,Personal,Student,Canada,Ontario,Gananoque,Inspiron,1,Offline,36
1720,Marysa Corrin,Personal,Software Engineer,Canada,Ontario,Powassan,XPS,2,Social Networks,24
1721,Giacinta Livsey,Business,Software Engineer,Canada,Ontario,Owen Sound,XPS,67,Tech Blogs,24
1722,Giffy Levane,Business,Chef,United States,California,Santa Ana,Inspiron,73,Social Networks,24
1723,Maribeth Gaven,Personal,Game developer,Canada,Ontario,North Bay,Alienware,2,Social Networks,6
1724,Ad Bredes,Personal,Software Engineer,Canada,Ontario,Concord,Alienware,2,Tech Blogs,36
1725,Leyla Cracie,Personal,Student,Canada,Ontario,Woodstock,Alienware,1,Recommendation,24
1726,Symon Fellow,Business,Student,Canada,Ontario,Omemee,Inspiron,63,Tech Blogs,36
1727,Gusty McNeachtain,Business,Chef,United States,California,Fresno,Chromebook,23,Tech Blogs,36
1728,Shurwood Bonifazio,Personal,Student,United States,California,Fresno,Inspiron,1,Recommendation,12
1729,Cathy Anselmi,Personal,Game developer,United States,California,Los Angeles,Alienware,2,Recommendation,36
1730,Upton Tilby,Business,Software Engineer,Canada,Ontario,Belleville,XPS,34,Offline,36
1731,Tatiania Itscowicz,Personal,Chef,United States,California,Huntington Beach,Chromebook,2,Recommendation,12
1732,Jackelyn Clemencet,Business,Software Engineer,United States,California,Long Beach,Servers,72,Recommendation,6
1733,Biddy Stevings,Personal,Chef,United States,California,Garden Grove,Chromebook,1,Offline,36
1734,Grannie MacColm,Personal,Student,Canada,Ontario,Timmins,Inspiron,2,Tech Blogs,24
1735,Laurie Feyer,Personal,Software Engineer,Canada,Ontario,Peterborough,XPS,2,Offline,6
1736,Millie Evason,Personal,Student,Canada,Ontario,Deep River,Inspiron,1,Recommendation,6
1737,Hunter Jordanson,Business,Software Engineer,United States,California,Mountain View,XPS,67,Social Networks,24
1738,Elston Bromby,Business,Game developer,United States,California,Garden Grove,XPS,98,Social Networks,36
1739,Fairlie Blazey,Business,Software Engineer,United States,California,Anaheim,Servers,49,Social Networks,36
1740,Olivero Inglesfield,Business,Game developer,United States,California,Richmond,Alienware,31,Tech Blogs,6
1741,Caddric Gleasane,Business,Software Engineer,United States,California,Burbank,XPS,61,Recommendation,36
1742,Aurelie Futcher,Personal,Chef,United States,California,San Rafael,Chromebook,2,Tech Blogs,6
1743,Aime Jakubowski,Personal,Student,Canada,Ontario,Port Colborne,Inspiron,2,Offline,12
1744,Bibbye Enochsson,Business,Game developer,Canada,Ontario,Renfrew,Alienware,76,Offline,24
1745,Philippa Shilvock,Personal,Chef,United States,California,Fresno,Chromebook,1,Recommendation,12
1746,Davis Gaye,Personal,Software Engineer,Canada,Ontario,Prince Edward,Alienware,2,Recommendation,12
1747,Kory Carbonell,Personal,Software Engineer,Canada,Ontario,Skatepark,Servers,1,Social Networks,6
1748,Maximilien Cattach,Business,Game developer,Canada,Ontario,Bells Corners,Alienware,51,Tech Blogs,12
1749,Vitoria Brahmer,Business,Chef,United States,California,Alhambra,Chromebook,96,Tech Blogs,6
1750,Torrance Peart,Business,Student,Canada,Ontario,Norfolk County,Inspiron,82,Social Networks,6
1751,Lorita Hamlet,Personal,Student,United States,California,Garden Grove,Inspiron,1,Offline,36
1752,Baxie Heads,Personal,Software Engineer,United States,California,Los Angeles,XPS,1,Offline,6
1753,Martino Roscrigg,Personal,Chef,United States,California,Mountain View,Inspiron,1,Social Networks,24
1754,Omar Minucci,Business,Game developer,Canada,Ontario,Aylmer,Alienware,99,Tech Blogs,36
1755,Devora Mingardi,Business,Game developer,Canada,Ontario,Kapuskasing,Alienware,57,Offline,36
1756,Fionna Croson,Personal,Software Engineer,United States,California,San Diego,XPS,2,Tech Blogs,24
1757,Roobbie Brasseur,Business,Chef,United States,California,Richmond,Chromebook,26,Tech Blogs,24
1758,Darn McGinnell,Personal,Game developer,Canada,Ontario,Brant,XPS,2,Tech Blogs,12
1759,Fitz Sacher,Personal,Software Engineer,United States,California,Oakland,XPS,2,Offline,36
1760,Ginger Momford,Business,Software Engineer,Canada,Ontario,Bells Corners,Servers,62,Social Networks,24
1761,Loren Sommerling,Business,Game developer,Canada,Ontario,St. Catharines,Inspiron,72,Recommendation,24
1762,Ranice Kondratovich,Personal,Software Engineer,United States,California,Oakland,Servers,2,Recommendation,6
1763,Gaston Ericssen,Business,Student,United States,California,Sacramento,Inspiron,78,Tech Blogs,24
1764,Graig Proger,Personal,Game developer,United States,California,Corona,Alienware,2,Recommendation,6
1765,Ganny Ludwikiewicz,Business,Chef,United States,California,Salinas,Chromebook,69,Offline,6
1766,Linzy Gerasch,Personal,Student,United States,California,Chico,Inspiron,2,Offline,12
1767,Verna Vinck,Business,Chef,United States,California,Corona,Chromebook,63,Tech Blogs,36
1768,Erek Doyle,Business,Chef,Canada,Ontario,Midland,Inspiron,70,Offline,24
1769,Therese Gillbard,Personal,Software Engineer,Canada,Ontario,Pembroke,Alienware,2,Tech Blogs,6
1770,Penn Gilliam,Business,Game developer,Canada,Ontario,Petawawa,Alienware,68,Recommendation,36
1771,Junie Cumberledge,Business,Game developer,Canada,Ontario,Peterborough,Alienware,72,Offline,12
1772,Rosanna Connechy,Personal,Chef,Canada,Ontario,Petrolia,Chromebook,2,Offline,24
1773,Mortie Keijser,Personal,Student,United States,California,Sacramento,XPS,1,Recommendation,6
1774,Luelle Alesin,Business,Software Engineer,United States,California,San Jose,XPS,70,Tech Blogs,6
1775,Pearline Bignal,Business,Software Engineer,Canada,Ontario,Collingwood,Servers,86,Recommendation,24
1776,Christin Wye,Business,Student,United States,California,Pasadena,Inspiron,28,Social Networks,36
1777,Yurik Sweatland,Business,Chef,United States,California,Los Angeles,Chromebook,58,Social Networks,36
1778,Paolo Maudson,Business,Software Engineer,Canada,Ontario,Delaware,Alienware,85,Social Networks,36
1779,Timothy Boog,Personal,Software Engineer,Canada,Ontario,South River,Alienware,1,Recommendation,6
1780,Tommie Dabbs,Personal,Software Engineer,United States,California,Los Angeles,Alienware,1,Tech Blogs,24
1781,Christiana Obray,Personal,Chef,United States,California,Irvine,Chromebook,2,Social Networks,6
1782,Earl Dudney,Personal,Game developer,United States,California,Petaluma,XPS,2,Offline,6
1783,Beck Rowlett,Business,Game developer,Canada,Ontario,South River,XPS,56,Offline,6
1784,Angelita Rathe,Business,Software Engineer,United States,California,Sacramento,XPS,53,Social Networks,12
1785,Hale Deddum,Business,Game developer,Canada,Ontario,Newmarket,Alienware,32,Tech Blogs,36
1786,Kerr Heart,Personal,Software Engineer,United States,California,Pasadena,XPS,2,Offline,36
1787,Andras Laskey,Personal,Game developer,United States,California,Fullerton,XPS,1,Tech Blogs,36
1788,Adaline Peron,Personal,Game developer,Canada,Ontario,Stratford,Inspiron,1,Tech Blogs,12
1789,Uri Langhorne,Personal,Chef,Canada,Ontario,Renfrew,Chromebook,2,Social Networks,24
1790,Agnes Jambrozek,Personal,Software Engineer,United States,California,San Francisco,XPS,2,Tech Blogs,12
1791,Dara Breakwell,Personal,Student,United States,California,Salinas,Inspiron,2,Offline,36
1792,Lesly Attrie,Business,Game developer,Canada,Ontario,Powassan,Alienware,52,Social Networks,24
1793,Annecorinne McKechnie,Personal,Student,United States,California,Chico,Inspiron,2,Tech Blogs,6
1794,Karole Bottby,Business,Game developer,United States,California,Oakland,Alienware,66,Social Networks,12
1795,Lizabeth Diamant,Personal,Game developer,Canada,Ontario,Petrolia,Alienware,1,Offline,36
1796,Constantine Forrest,Personal,Game developer,Canada,Ontario,Windsor,XPS,2,Recommendation,6
1797,Nettle Fruchter,Business,Game developer,Canada,Ontario,Port Colborne,XPS,96,Tech Blogs,24
1798,Germana Kettlestringes,Business,Chef,Canada,Ontario,Norfolk County,XPS,45,Recommendation,24
1799,Lane Vigrass,Business,Chef,United States,California,San Francisco,Chromebook,27,Tech Blogs,24
1800,Merrie Pierri,Personal,Student,United States,California,Van Nuys,Chromebook,2,Offline,6
1801,Polly Chidlow,Personal,Chef,United States,California,Glendale,Chromebook,1,Offline,24
1802,Annabel Youhill,Personal,Chef,United States,California,Fresno,Chromebook,2,Recommendation,36
1803,Bertram Bausmann,Personal,Game developer,United States,California,Fresno,Alienware,2,Recommendation,24
1804,Gina Kitteman,Personal,Game developer,United States,California,Fullerton,Alienware,1,Social Networks,6
1805,Van Cantwell,Business,Student,Canada,Ontario,Marathon,Inspiron,60,Offline,36
1806,Sari Elby,Personal,Software Engineer,United States,California,Los Angeles,Alienware,2,Tech Blogs,12
1807,Violante Brandsen,Business,Software Engineer,Canada,Ontario,Oakville,XPS,94,Offline,6
1808,Ignacio Bartle,Business,Chef,United States,California,Santa Barbara,Chromebook,40,Recommendation,6
1809,Hendrick Pocke,Personal,Game developer,United States,California,Sacramento,Alienware,1,Offline,36
1810,Milzie Crome,Personal,Chef,United States,California,Los Angeles,Chromebook,1,Recommendation,36
1811,Nathanial Kidwell,Personal,Software Engineer,United States,California,Oakland,Servers,1,Offline,6
1812,Lenette Meriot,Personal,Student,United States,California,Huntington Beach,Inspiron,1,Offline,24
1813,Pembroke Foale,Personal,Software Engineer,Canada,Ontario,Pembroke,Alienware,1,Social Networks,6
1814,Walsh Davydochkin,Business,Student,United States,California,Garden Grove,Alienware,31,Tech Blogs,24
1815,Baily Orteau,Business,Software Engineer,United States,California,Long Beach,XPS,31,Offline,6
1816,Nowell Dible,Business,Game developer,United States,California,San Diego,XPS,34,Offline,12
1817,Brendan Tellenbroker,Personal,Chef,Canada,Ontario,Collingwood,Chromebook,2,Offline,6
1818,Hersch Bundey,Business,Student,United States,California,Sacramento,Alienware,87,Social Networks,12
1819,Benoit Ulster,Business,Student,Canada,Ontario,Norfolk County,Inspiron,52,Social Networks,24
1820,Kassi Thornber,Personal,Chef,Canada,Ontario,Parry Sound,Chromebook,2,Recommendation,36
1821,Flinn Thompson,Business,Student,Canada,Ontario,Wingham,Inspiron,39,Social Networks,6
1822,Richie Wardlow,Personal,Software Engineer,United States,California,Los Angeles,XPS,1,Tech Blogs,12
1823,Linda Harniman,Personal,Chef,United States,California,Richmond,Chromebook,2,Social Networks,12
1824,Melisa Wapple,Business,Software Engineer,United States,California,Salinas,XPS,28,Social Networks,12
1825,Sadella Whebell,Personal,Student,Canada,Ontario,Mississauga,Inspiron,2,Tech Blogs,12
1826,Augustine Edkins,Personal,Software Engineer,Canada,Ontario,Renfrew,XPS,1,Social Networks,36
1827,Jen Meadowcroft,Business,Student,United States,California,Los Angeles,Inspiron,76,Recommendation,12
1828,Jemmie McFall,Business,Game developer,United States,California,Sacramento,Alienware,84,Offline,36
1829,Livvyy Milella,Business,Software Engineer,Canada,Ontario,Thessalon,Servers,28,Offline,36
1830,Jenelle Crossfeld,Personal,Game developer,Canada,Ontario,Barrie,Inspiron,2,Tech Blogs,36
1831,Shell Rennels,Personal,Student,United States,California,Irvine,Inspiron,1,Social Networks,6
1832,Morlee Delacour,Business,Software Engineer,United States,California,Sacramento,Alienware,32,Social Networks,36
1833,Saloma Barwood,Personal,Chef,United States,California,Los Angeles,Chromebook,2,Social Networks,6
1834,Marsh Pahl,Personal,Student,Canada,Ontario,Espanola,Inspiron,2,Social Networks,36
1835,Pansy Kochlin,Business,Game developer,Canada,Ontario,Hearst,Alienware,25,Tech Blogs,36
1836,Jacobo Halliwell,Business,Software Engineer,Canada,Ontario,Keswick,XPS,96,Offline,36
1837,Kellby Ridding,Personal,Game developer,Canada,Ontario,Innisfil,Alienware,2,Recommendation,12
1838,Janine Gallaher,Personal,Software Engineer,United States,California,Fullerton,XPS,1,Offline,24
1839,Shannen McGrey,Personal,Game developer,United States,California,Inglewood,Servers,1,Social Networks,6
1840,Boris Kleuer,Personal,Game developer,United States,California,Pasadena,Alienware,2,Tech Blogs,6
1841,Dollie Cobson,Personal,Student,Canada,Ontario,Pembroke,Inspiron,1,Recommendation,36
1842,Lanita Torricella,Business,Chef,Canada,Ontario,Woodstock,Chromebook,97,Recommendation,12
1843,Powell Rapley,Business,Game developer,Canada,Ontario,Sarnia,Alienware,39,Offline,12
1844,Jonis Sympson,Personal,Student,Canada,Ontario,Espanola,Inspiron,1,Tech Blogs,36
1845,Barbabra Hubner,Business,Student,United States,California,Stockton,Inspiron,84,Social Networks,6
1846,Janenna Cubberley,Business,Chef,Canada,Ontario,St. Thomas,Chromebook,93,Social Networks,6
1847,Kanya Alcott,Business,Student,Canada,Ontario,Belleville,Inspiron,39,Offline,36
1848,Stanislas Mackiewicz,Personal,Software Engineer,United States,California,Santa Cruz,Servers,1,Recommendation,12
1849,Mavis Dible,Personal,Game developer,Canada,Ontario,Arnprior,Alienware,2,Tech Blogs,6
1850,Iona Murgatroyd,Personal,Game developer,United States,California,Los Angeles,Alienware,2,Tech Blogs,24
1851,Barde Pillinger,Business,Game developer,Canada,Ontario,Clarence-Rockland,Alienware,83,Tech Blogs,6
1852,Theresina Purslow,Personal,Student,United States,California,Orange,Inspiron,2,Tech Blogs,12
1853,Emeline Sarfas,Business,Game developer,Canada,Ontario,Kapuskasing,Alienware,55,Social Networks,24
1854,Brendan O'Dunneen,Business,Game developer,United States,California,Los Angeles,Inspiron,82,Recommendation,24
1855,Edie Skipton,Business,Game developer,Canada,Ontario,North Perth,Alienware,97,Social Networks,6
1856,Obie Rigler,Business,Chef,Canada,Ontario,Windsor,Chromebook,31,Offline,6
1857,Grant Hazard,Personal,Software Engineer,United States,California,Fullerton,Alienware,1,Offline,36
1858,Silvana Friedenbach,Business,Student,United States,California,San Jose,Inspiron,99,Offline,12
1859,Jeremy Accombe,Business,Game developer,United States,California,Santa Barbara,Servers,94,Offline,12
1860,Maud Mayou,Personal,Software Engineer,Canada,Ontario,Bells Corners,Servers,2,Social Networks,24
1861,Marcy Prandy,Personal,Student,United States,California,Sunnyvale,Inspiron,1,Recommendation,12
1862,Ahmad Swalteridge,Business,Game developer,United States,California,Oceanside,Alienware,29,Recommendation,6
1863,Kaylyn Mercik,Personal,Game developer,United States,California,Long Beach,Alienware,2,Tech Blogs,36
1864,Harriette Thow,Personal,Game developer,Canada,Ontario,Parry Sound,Alienware,1,Offline,6
1865,Terese Jeavons,Personal,Student,United States,California,San Jose,Inspiron,1,Offline,24
1866,Tish MacRitchie,Personal,Software Engineer,Canada,Ontario,South River,Servers,1,Recommendation,24
1867,Riley Maber,Personal,Chef,Canada,Ontario,Hanover,Chromebook,2,Tech Blogs,12
1868,Pascal Schaumann,Personal,Game developer,Canada,Ontario,Delaware,Alienware,1,Recommendation,6
1869,Lalo Andreu,Business,Game developer,Canada,Ontario,North York,Alienware,21,Offline,6
1870,Timoteo Kells,Business,Game developer,United States,California,San Diego,XPS,88,Recommendation,6
1871,Isador Jessopp,Business,Game developer,United States,California,San Diego,Alienware,41,Social Networks,24
1872,Gordan Freire,Personal,Chef,United States,California,Los Angeles,Chromebook,1,Tech Blogs,12
1873,Bonnie Meeson,Personal,Software Engineer,Canada,Ontario,Pickering,Servers,2,Recommendation,6
1874,Alfredo Kynman,Business,Chef,Canada,Ontario,Woodstock,Chromebook,81,Social Networks,24
1875,Mariam Tittletross,Personal,Game developer,Canada,Ontario,Pickering,Alienware,2,Tech Blogs,36
1876,Iolanthe Londing,Business,Game developer,United States,California,San Francisco,Alienware,73,Offline,24
1877,Reagan Parram,Business,Student,United States,California,San Diego,Inspiron,35,Social Networks,6
1878,Celina Cahn,Business,Chef,Canada,Ontario,Bancroft,Chromebook,42,Tech Blogs,24
1879,Eward Hurring,Business,Game developer,United States,California,Alhambra,Alienware,30,Tech Blogs,6
1880,Mariska Campo,Personal,Game developer,United States,California,Anaheim,Alienware,2,Tech Blogs,24
1881,Borg Brackenridge,Business,Student,Canada,Ontario,Waterloo,Inspiron,78,Social Networks,36
1882,Sula Giraudou,Personal,Student,Canada,Ontario,Mississauga,Inspiron,1,Recommendation,12
1883,Wendye Benmore,Business,Game developer,Canada,Ontario,Clarence-Rockland,Alienware,80,Recommendation,12
1884,Jermain Filyushkin,Personal,Student,United States,California,Petaluma,Inspiron,1,Tech Blogs,12
1885,Clarance Zebedee,Business,Chef,Canada,Ontario,Ottawa,Chromebook,60,Tech Blogs,36
1886,Randy Potticary,Business,Game developer,United States,California,Bakersfield,Alienware,23,Recommendation,6
1887,Debera Ronan,Business,Software Engineer,United States,California,Fresno,XPS,74,Social Networks,12
1888,Ashlin Weinberg,Business,Chef,Canada,Ontario,Petawawa,Chromebook,92,Offline,12
1889,Amara Priddy,Business,Chef,Canada,Ontario,Marathon,Chromebook,82,Tech Blogs,12
1890,Kally Sutton,Personal,Chef,Canada,Ontario,Bells Corners,Chromebook,2,Tech Blogs,24
1891,Billi Caville,Personal,Game developer,United States,California,Sacramento,Alienware,1,Recommendation,6
1892,Pamela Calbrathe,Personal,Game developer,Canada,Ontario,Deep River,Alienware,2,Tech Blogs,6
1893,Veriee Ambler,Business,Game developer,Canada,Ontario,Prince Edward,Alienware,46,Tech Blogs,36
1894,Celestine Lerhinan,Business,Software Engineer,Canada,Ontario,Renfrew,XPS,73,Offline,24
1895,Nathaniel Jacobbe,Personal,Student,Canada,Ontario,Prince Edward,Alienware,2,Offline,6
1896,Lemmy Tremathack,Personal,Game developer,Canada,Ontario,Aylmer,Alienware,1,Social Networks,36
1897,Bartel Learman,Personal,Game developer,United States,California,Sacramento,Alienware,1,Tech Blogs,36
1898,Cybil Hopfer,Business,Chef,Canada,Ontario,Little Current,Chromebook,21,Social Networks,6
1899,Guglielma Mosey,Business,Student,Canada,Ontario,Lambton Shores,Inspiron,84,Social Networks,24
1900,Kania Brownrigg,Business,Student,United States,California,Sacramento,Inspiron,97,Tech Blogs,24
1901,Carolina Richardon,Business,Software Engineer,United States,California,Pasadena,Servers,24,Social Networks,12
1902,Clayborn Mollett,Business,Student,Canada,Ontario,Barrie,Inspiron,27,Recommendation,24
1903,Maggi Ubsdall,Business,Chef,Canada,Ontario,London,Chromebook,42,Offline,6
1904,Claudine Chipp,Business,Software Engineer,United States,California,Glendale,XPS,26,Recommendation,36
1905,Nina Godwyn,Business,Game developer,Canada,Ontario,Deep River,Alienware,34,Social Networks,12
1906,Elvina Golda,Business,Software Engineer,United States,California,Chico,XPS,87,Offline,6
1907,Russell Spat,Personal,Game developer,United States,California,Oceanside,Chromebook,1,Recommendation,24
1908,Debbie Kleynermans,Business,Student,United States,California,Sacramento,Inspiron,64,Tech Blogs,12
1909,Somerset Richard,Personal,Game developer,United States,California,Orange,Alienware,1,Offline,6
1910,Caz Andrew,Business,Software Engineer,United States,California,Whittier,Alienware,28,Social Networks,12
1911,Skip Glaze,Personal,Software Engineer,United States,California,San Jose,XPS,1,Recommendation,12
1912,Nessi Whitaker,Personal,Student,Canada,Ontario,Renfrew,Inspiron,2,Social Networks,24
1913,Hernando Hughlock,Business,Chef,Canada,Ontario,Thorold,Chromebook,57,Offline,12
1914,Rhona McAusland,Business,Software Engineer,Canada,Ontario,Marathon,XPS,36,Offline,24
1915,Ludvig Tondeur,Personal,Software Engineer,Canada,Ontario,Pickering,XPS,1,Recommendation,24
1916,Gracia Demead,Personal,Software Engineer,United States,California,San Jose,XPS,2,Offline,12
1917,Casey O'Bradane,Business,Software Engineer,United States,California,Simi Valley,XPS,100,Recommendation,24
1918,Jeanne Gerant,Personal,Student,Canada,Ontario,Kapuskasing,Inspiron,2,Social Networks,12
1919,Ruthie Broxup,Personal,Software Engineer,United States,California,San Francisco,Alienware,2,Tech Blogs,6
1920,Reiko Colleck,Personal,Student,Canada,Ontario,Collingwood,Inspiron,2,Tech Blogs,12
1921,Crissy Shimmin,Personal,Student,United States,California,Los Angeles,Inspiron,1,Recommendation,12
1922,Ceil Lysons,Personal,Student,United States,California,Oakland,Inspiron,2,Social Networks,6
1923,Regan Garaway,Business,Game developer,United States,California,Pasadena,Alienware,75,Offline,24
1924,Anna-diana Breen,Personal,Software Engineer,United States,California,Petaluma,Alienware,1,Recommendation,24
1925,Elissa Kimmons,Business,Student,Canada,Ontario,Markham,Inspiron,60,Recommendation,36
1926,Damiano Judgkins,Business,Software Engineer,Canada,Ontario,Delaware,Alienware,22,Recommendation,24
1927,Bent Bodicam,Business,Software Engineer,Canada,Ontario,St. Thomas,Alienware,43,Social Networks,6
1928,Darnell Scourge,Business,Student,United States,California,Sacramento,Inspiron,97,Social Networks,36
1929,Nichole Harness,Business,Game developer,Canada,Ontario,Milton,Alienware,49,Tech Blogs,36
1930,Maurits Seldner,Business,Software Engineer,United States,California,Inglewood,XPS,30,Offline,6
1931,Aviva Fevier,Business,Student,United States,California,Mountain View,Inspiron,21,Offline,12
1932,Abigail Vaissiere,Business,Student,Canada,Ontario,North Perth,Inspiron,21,Social Networks,6
1933,Blane Norcutt,Personal,Chef,Canada,Ontario,Arnprior,Chromebook,2,Social Networks,6
1934,Caitlin McCrostie,Personal,Chef,United States,California,Stockton,Chromebook,2,Social Networks,36
1935,Sophie Aubry,Personal,Chef,Canada,Ontario,Little Current,Chromebook,2,Offline,36
1936,Kamillah Anespie,Personal,Software Engineer,United States,California,Bakersfield,Servers,1,Recommendation,24
1937,Hadley Male,Business,Software Engineer,Canada,Ontario,St. Catharines,XPS,44,Social Networks,6
1938,Marne Kinzett,Business,Student,United States,California,Mountain View,Inspiron,46,Offline,24
1939,Jeniece Cuningham,Personal,Chef,Canada,Ontario,Midland,Chromebook,1,Offline,6
1940,Yardley Feirn,Business,Chef,Canada,Ontario,Newmarket,Chromebook,87,Offline,36
